0.6935;1
0.8242;1
0.5395;1
0.2557;0
0.9056;1
0.1647;0
0.7971;1
0.4292;0
0.3998;0
0.7294;1
0.2545;0
0.5906;1
0.4659;0
0.1177;0
0.6729;1
0.9378;1
0.736;1
0.2674;0
0.5456;1
0.777;1
0.4785;0
0.7092;1
0.3613;0
0.4702;0
0.0484;0
0.3716;0
0.6788;1
0.717;1
0.7716;1
0.3846;0
0.968;1
0.8076;1
0.1734;0
0.4316;0
0.0029;0
0.1032;0
0.7151;1
0.7689;1
0.2687;0
0.8933;1
0.1232;0
0.0292;0
0.1458;0
0.8572;1
0.6175;1
0.6152;1
0.8527;1
0.8817;1
0.8643;1
0.236;0
0.3575;0
0.0498;0
0.0395;0
0.9264;1
0.3263;0
0.2429;0
0.7132;1
0.015;0
0.1705;0
0.9951;1
0.967;1
0.3824;0
0.6699;1
0.927;1
0.1857;0
0.5455;1
0.8269;1
0.4967;0
0.0201;0
0.1512;0
0.3876;0
0.566;1
0.0835;0
0.6996;1
0.6055;1
0.4805;0
0.0171;0
0.8189;1
0.9946;1
0.3471;0
0.3772;0
0.0697;0
0.9215;1
0.9315;1
0.2507;0
0.6499;1
0.2693;0
0.4581;0
0.5248;1
0.346;0
0.1306;0
0.2124;0
0.1681;0
0.1553;0
0.3941;0
0.3329;0
0.0845;0
0.5678;1
0.1593;0
0.6177;1
0.4418;0
0.6976;1
0.0967;0
0.9309;1
0.8316;1
0.7312;1
0.4563;0
0.5985;1
0.1515;0
0.5052;1
0.0176;0
0.8513;1
0.5359;1
0.6391;1
0.8795;1
0.4798;0
0.6659;1
0.1969;0
0.0289;0
0.0152;0
0.0163;0
0.2833;0
0.8334;1
0.459;0
0.0827;0
0.1886;0
0.5763;1
0.9586;1
0.7101;1
0.9981;1
0.2723;0
0.2968;0
0.2367;0
0.1061;0
0.7994;1
0.4844;0
0.2639;0
0.3694;0
0.7578;1
0.2146;0
0.7171;1
0.1192;0
0.1844;0
0.5321;1
0.9217;1
0.7912;1
0.6064;1
0.7369;1
0.7032;1
0.5149;1
0.6393;1
0.3612;0
0.5402;1
0.3521;0
0.2791;0
0.1513;0
0.8838;1
0.7275;1
0.5898;1
0.7355;1
0.4614;0
0.5649;1
0.1439;0
0.3872;0
0.0114;0
0.4778;0
0.0387;0
0.3981;0
0.2302;0
0.1602;0
0.8626;1
0.7199;1
0.2743;0
0.0215;0
0.4746;0
0.9404;1
0.1813;0
0.5424;1
0.7297;1
0.2888;0
0.8334;1
0.4013;0
0.8255;1
0.754;1
0.1432;0
0.6345;1
0.9786;1
0.3312;0
0.7432;1
0.1948;0
0.4412;0
0.7793;1
0.8203;1
0.6493;1
0.0915;0
0.6926;1
0.1263;0
0.1029;0
0.0917;0
0.6724;1
0.9584;1
0.7278;1
0.3597;0
0.137;0
0.3051;0
0.9867;1
0.9798;1
0.6111;1
0.6128;1
0.3729;0
0.6307;1
0.7294;1
0.5609;1
0.5891;1
0.0873;0
0.5812;1
0.3745;0
0.6619;1
0.1626;0
0.1448;0
0.0595;0
0.0468;0
0.1471;0
0.2441;0
0.2544;0
0.2789;0
0.8673;1
0.8774;1
0.6044;1
0.2296;0
0.2564;0
0.7878;1
0.407;0
0.0328;0
0.5616;1
0.6487;1
0.8818;1
0.4088;0
0.8813;1
0.2996;0
0.1125;0
0.1825;0
0.297;0
0.2112;0
0.1772;0
0.7332;1
0.3498;0
0.7135;1
0.9002;1
0.2189;0
0.8012;1
0.034;0
0.0124;0
0.684;1
0.0406;0
0.7701;1
0.9498;1
0.3197;0
0.4557;0
0.5675;1
0.7404;1
0.3399;0
0.8788;1
0.2245;0
0.071;0
0.1027;0
0.5134;1
0.4716;0
0.293;0
0.922;1
0.7329;1
0.9984;1
0.5033;1
0.0883;0
0.2506;0
0.453;0
0.2125;0
0.2627;0
0.1078;0
0.3595;0
0.415;0
0.4531;0
0.5204;1
0.8505;1
0.4471;0
0.7052;1
0.8405;1
0.1546;0
0.9084;1
0.1434;0
0.1309;0
0.0817;0
0.1091;0
0.5976;1
0.3289;0
0.4678;0
0.3508;0
0.6084;1
0.7212;1
0.1882;0
0.2669;0
0.7393;1
0.22;0
0.9016;1
0.9535;1
0.2363;0
0.1926;0
0.7398;1
0.2943;0
0.7686;1
0.1378;0
0.1435;0
0.0089;0
0.6383;1
0.0454;0
0.9531;1
0.5304;1
0.0404;0
0.84;1
0.7917;1
0.8763;1
0.5871;1
0.2275;0
0.5165;1
0.6516;1
0.7069;1
0.1895;0
0.611;1
0.1026;0
0.1709;0
0.7678;1
0.8983;1
0.8009;1
0.1381;0
0.3301;0
0.3246;0
0.1419;0
0.6318;1
0.629;1
0.2867;0
0.1637;0
0.9055;1
0.0672;0
0.8611;1
0.8184;1
0.6791;1
0.2709;0
0.4029;0
0.0211;0
0.522;1
0.5868;1
0.1584;0
0.9194;1
0.6592;1
0.1731;0
0.6627;1
0.7013;1
0.6747;1
0.6515;1
0.9967;1
0.3895;0
0.7972;1
0.3767;0
0.4503;0
0.588;1
0.8257;1
0.7164;1
0.02;0
0.7842;1
0.7247;1
0.8484;1
0.3227;0
0.7349;1
0.2627;0
0.7014;1
0.9175;1
0.5911;1
0.915;1
0.4933;0
0.6963;1
0.1227;0
0.5103;1
0.9531;1
0.6121;1
0.1821;0
0.997;1
0.0451;0
0.5334;1
0.3576;0
0.7126;1
0.1344;0
0.0798;0
0.7764;1
0.9645;1
0.9997;1
0.2205;0
0.6719;1
0.0188;0
0.5681;1
0.7304;1
0.5399;1
0.461;0
0.7038;1
0.5394;1
0.4865;0
0.4918;0
0.0999;0
0.7131;1
0.3593;0
0.7609;1
0.5404;1
0.9474;1
0.951;1
0.9578;1
0.5091;1
0.1386;0
0.7529;1
0.8808;1
0.3061;0
0.5483;1
0.165;0
0.7586;1
0.2898;0
0.3408;0
0.9087;1
0.8074;1
0.9457;1
0.0686;0
0.4418;0
0.8489;1
0.4024;0
0.5972;1
0.1054;0
0.0892;0
0.6533;1
0.0845;0
0.9102;1
0.3083;0
0.6119;1
0.3474;0
0.3794;0
0.3642;0
0.71;1
0.6205;1
0.5015;1
0.2569;0
0.9335;1
0.6953;1
0.1713;0
0.8246;1
0.1469;0
0.1525;0
0.8695;1
0.0578;0
0.6765;1
0.4199;0
0.1068;0
0.2513;0
0.2106;0
0.8397;1
0.3957;0
0.3867;0
0.0806;0
0.3342;0
0.4044;0
0.7024;1
0.51;1
0.2704;0
0.8192;1
0.0216;0
0.2842;0
2.0E-4;0
0.0983;0
0.1927;0
0.8649;1
0.2537;0
0.7601;1
0.432;0
0.9035;1
0.6809;1
0.1242;0
0.3585;0
0.832;1
0.6201;1
0.7499;1
0.0924;0
0.2901;0
0.4665;0
0.6893;1
0.0581;0
0.9418;1
0.3135;0
0.4204;0
0.8183;1
0.8525;1
0.27;0
0.706;1
0.725;1
0.2744;0
0.3822;0
0.7259;1
0.1263;0
0.1332;0
0.2654;0
0.3851;0
0.8276;1
0.8905;1
0.1786;0
0.7866;1
0.669;1
0.1987;0
0.8109;1
0.6071;1
0.9275;1
0.9218;1
0.953;1
0.0274;0
0.0162;0
0.7518;1
0.004;0
0.0313;0
0.3595;0
0.2389;0
0.6999;1
0.5819;1
0.7793;1
0.0723;0
0.8849;1
0.4635;0
0.0406;0
0.3117;0
0.2955;0
0.1747;0
0.1397;0
0.3562;0
0.8922;1
0.1426;0
0.5923;1
0.307;0
0.6083;1
0.7508;1
0.6356;1
0.6612;1
0.4987;0
0.2748;0
0.537;1
0.7687;1
0.3981;0
0.2144;0
0.804;1
0.9869;1
0.1866;0
0.6321;1
0.1973;0
0.2257;0
0.8522;1
0.1366;0
0.5709;1
0.0235;0
0.2032;0
0.5396;1
0.6049;1
0.2462;0
0.086;0
0.3068;0
0.3245;0
0.2046;0
0.0203;0
0.6561;1
0.3754;0
0.246;0
0.1689;0
0.754;1
0.1386;0
0.3568;0
0.1814;0
0.987;1
0.3249;0
0.2674;0
0.2485;0
0.1769;0
0.0948;0
0.6693;1
0.4641;0
0.8379;1
0.9161;1
0.6448;1
0.9451;1
0.6193;1
0.899;1
0.5225;1
0.2351;0
0.6116;1
0.9829;1
0.2016;0
0.9205;1
0.8522;1
0.2925;0
0.1622;0
0.9155;1
0.3083;0
0.854;1
0.3929;0
0.1631;0
0.251;0
0.4904;0
0.4173;0
0.7745;1
0.624;1
0.8805;1
0.8536;1
0.8167;1
0.2305;0
0.5592;1
0.4953;0
0.9347;1
0.0075;0
0.5627;1
0.3478;0
0.3167;0
0.9631;1
0.7657;1
0.7138;1
0.8257;1
0.4094;0
0.7241;1
0.6631;1
0.5753;1
0.624;1
0.3175;0
0.7973;1
0.1063;0
0.1269;0
0.8989;1
0.5751;1
0.8185;1
0.527;1
0.4706;0
0.8126;1
0.0034;0
0.9223;1
0.4089;0
0.4172;0
0.0439;0
0.0315;0
0.6922;1
0.4255;0
0.7283;1
0.6148;1
0.6781;1
0.0505;0
0.681;1
0.2374;0
0.2482;0
0.372;0
0.0826;0
0.0518;0
0.4846;0
0.8742;1
0.1293;0
0.8868;1
0.6112;1
0.7311;1
0.5739;1
0.0626;0
0.7458;1
0.5882;1
0.1869;0
0.3168;0
0.0091;0
0.8855;1
0.8492;1
0.4038;0
0.9937;1
0.8164;1
0.6456;1
0.8797;1
0.8588;1
0.2011;0
0.7124;1
0.3498;0
0.2869;0
0.8875;1
0.1519;0
0.6056;1
0.7949;1
0.1265;0
0.4942;0
0.9329;1
0.0826;0
0.1266;0
0.026;0
0.5912;1
0.4028;0
0.7272;1
0.1539;0
0.0998;0
0.171;0
0.6552;1
0.0268;0
0.0192;0
0.4648;0
0.4652;0
0.5075;1
0.5009;1
0.1649;0
0.9409;1
0.4478;0
0.4377;0
0.941;1
0.0991;0
0.5132;1
0.0482;0
0.359;0
0.4912;0
0.4498;0
0.9834;1
0.6797;1
0.5439;1
0.2608;0
0.989;1
0.8416;1
0.1247;0
0.3107;0
0.4962;0
0.7103;1
0.9093;1
0.5331;1
0.0982;0
0.1509;0
0.3235;0
0.5965;1
0.4314;0
0.9773;1
0.1889;0
0.3803;0
0.2221;0
0.2942;0
0.201;0
0.5294;1
0.2405;0
0.333;0
0.6112;1
0.6686;1
0.9023;1
0.2116;0
0.1661;0
0.5544;1
0.6592;1
0.8792;1
0.7;1
0.3174;0
0.2333;0
0.1364;0
0.7968;1
0.6829;1
0.7796;1
